albumid,event,name,price,salt,sort_by_rating,time,userid
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,221
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,221
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,221
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,221
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,222
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
10,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
13,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,223
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
2,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
4,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
19,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,224
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
3,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
17,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,225
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
4,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
16,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,226
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
1,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
8,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,227
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
2,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
11,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
17,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,228
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
7,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
13,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
17,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,229
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
0,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
4,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
6,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
14,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
18,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,230
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
0,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
1,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
6,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
10,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,231
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
4,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
9,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
11,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
14,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
16,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,232
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
3,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
4,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
11,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
13,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,233
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
1,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
2,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
3,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
7,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
13,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
18,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,234
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
2,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
6,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,235
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
19,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,236
0,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
1,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
2,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
3,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
4,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
5,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
6,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
6,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
7,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
8,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
9,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
10,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
10,purchase,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
11,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
12,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
13,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
14,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
15,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
16,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
17,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
18,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
19,exposure,MusicExperiment,11.99,MusicExperiment,0,1433000236,237
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
0,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
4,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
5,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
5,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
6,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
7,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
8,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
9,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
10,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
11,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
12,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
13,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
14,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
14,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
15,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
16,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
17,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
18,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
19,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,238
0,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
1,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
1,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
2,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
2,purchase,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
3,exposure,MusicExperiment,11.99,MusicExperiment,1,1433000236,239
